run_id,repeated_contract_sha256,scientific_input_sha256,repetition,outer_seed,inner_seed,model_seed,fold_contract_hash,dataset_key,model_name,metric,value
phase1c_v3_20260903T215015Z_78649c4,5681e521cfbaff5963494212fcc047116056fd7d66393346df0463aef7553af9,b5c5df19ecb1a3d61e01fbfae30f5774b8659d7b038f15ae93adee008130f7da,1,1042,1043,1044,da8d7970b677b46102cab6e831bfdc4847f0d849a5bd1c0be60798500e97cde0,inx_primary,majority_baseline,weighted_recall,0.7283333333333334
phase1c_v3_20260903T215015Z_78649c4,5681e521cfbaff5963494212fcc047116056fd7d66393346df0463aef7553af9,b5c5df19ecb1a3d61e01fbfae30f5774b8659d7b038f15ae93adee008130f7da,1,1042,1043,1044,da8d7970b677b46102cab6e831bfdc4847f0d849a5bd1c0be60798500e97cde0,inx_primary,ordinal_median_baseline,accuracy,0.7283333333333334
phase1c_v3_20260903T215015Z_78649c4,5681e521cfbaff5963494212fcc047116056fd7d66393346df0463aef7553af9,b5c5df19ecb1a3d61e01fbfae30f5774b8659d7b038f15ae93adee008130f7da,1,1042,1043,1044,da8d7970b677b46102cab6e831bfdc4847f0d849a5bd1c0be60798500e97cde0,inx_primary,ordinal_median_baseline,adjacent_accuracy,1.0
phase1c_v3_20260903T215015Z_78649c4,5681e521cfbaff5963494212fcc047116056fd7d66393346df0463aef7553af9,b5c5df19ecb1a3d61e01fbfae30f5774b8659d7b038f15ae93adee008130f7da,1,1042,1043,1044,da8d7970b677b46102cab6e831bfdc4847f0d849a5bd1c0be60798500e97cde0,inx_primary,ordinal_median_baseline,balanced_accuracy,0.3333333333333333
phase1c_v3_20260903T215015Z_78649c4,5681e521cfbaff5963494212fcc047116056fd7d66393346df0463aef7553af9,b5c5df19ecb1a3d61e01fbfae30f5774b8659d7b038f15ae93adee008130f7da,1,1042,1043,1044,da8d7970b677b46102cab6e831bfdc4847f0d849a5bd1c0be60798500e97cde0,inx_primary,ordinal_median_baseline,ece_confidence,0.2716666666666666
phase1c_v3_20260903T215015Z_78649c4,5681e521cfbaff5963494212fcc047116056fd7d66393346df0463aef7553af9,b5c5df19ecb1a3d61e01fbfae30f5774b8659d7b038f15ae93adee008130f7da,1,1042,1043,1044,da8d7970b677b46102cab6e831bfdc4847f0d849a5bd1c0be60798500e97cde0,inx_primary,ordinal_median_baseline,macro_f1,0.2809386049501768
phase1c_v3_20260903T215015Z_78649c4,5681e521cfbaff5963494212fcc047116056fd7d66393346df0463aef7553af9,b5c5df19ecb1a3d61e01fbfae30f5774b8659d7b038f15ae93adee008130f7da,1,1042,1043,1044,da8d7970b677b46102cab6e831bfdc4847f0d849a5bd1c0be60798500e97cde0,inx_primary,ordinal_median_baseline,macro_precision,0.2427777777777778
phase1c_v3_20260903T215015Z_78649c4,5681e521cfbaff5963494212fcc047116056fd7d66393346df0463aef7553af9,b5c5df19ecb1a3d61e01fbfae30f5774b8659d7b038f15ae93adee008130f7da,1,1042,1043,1044,da8d7970b677b46102cab6e831bfdc4847f0d849a5bd1c0be60798500e97cde0,inx_primary,ordinal_median_baseline,macro_recall,0.3333333333333333
phase1c_v3_20260903T215015Z_78649c4,5681e521cfbaff5963494212fcc047116056fd7d66393346df0463aef7553af9,b5c5df19ecb1a3d61e01fbfae30f5774b8659d7b038f15ae93adee008130f7da,1,1042,1043,1044,da8d7970b677b46102cab6e831bfdc4847f0d849a5bd1c0be60798500e97cde0,inx_primary,ordinal_median_baseline,multiclass_brier,0.5433333333333333
phase1c_v3_20260903T215015Z_78649c4,5681e521cfbaff5963494212fcc047116056fd7d66393346df0463aef7553af9,b5c5df19ecb1a3d61e01fbfae30f5774b8659d7b038f15ae93adee008130f7da,1,1042,1043,1044,da8d7970b677b46102cab6e831bfdc4847f0d849a5bd1c0be60798500e97cde0,inx_primary,ordinal_median_baseline,nll_log_loss,9.791859170710161
